ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2018,524.0,530.0,998.0,0.0,0.0,-2049602432.12,-2000080442.11,-1973965605.25,-2230698000.0,-1931007935.39
