ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2022,738.0,600.0,510.0,0.0,0.0,-2941161766.19,-2900477967.09,-2859632331.14,-2983482000.0,-3390230129.74
