ano,fd_empenhado,fd_liquidado,fd_pago,stg_empenhado,stg_liquidado,stg_pago,fd_previsto,fd_arrecadado,stg_previsto,stg_arrecadado,diff_empenhado,diff_liquidado,diff_pago,diff_previsto,diff_arrecadado
2025,2475516838.38,2424931552.32,2168138435.1099997,2389510278.01,2424931552.32,2168138435.11,4590263000.0,2833208170.16,4590263000.0,2833208170.16,86006560.36999989,0.0,-4.76837158203125e-07,0.0,0.0
