ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2025,502.0,710.0,756.0,0.0,0.0,-2389509776.01,-2424930842.32,-2168137679.11,-4590263000.0,-2833208170.16
