ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2020,602.0,788.0,870.0,0.0,0.0,-2427825573.01,-2433557027.24,-2414866061.0,-2251771000.0,-2484610066.89
