ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2023,652.0,670.0,650.0,0.0,0.0,-3512365825.26,-3462922581.76,-3429915252.64,-3629134000.0,-3833933844.17
