ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2019,654.0,754.0,964.0,0.0,0.0,-2292406684.27,-2281001126.04,-2291532535.05,-2209262000.0,-2197650978.24
