ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2021,622.0,636.0,556.0,0.0,0.0,-2665635761.61,-2543602092.98,-2531824520.07,-2739532000.0,-2915259476.3
