ano,empenhado,liquidado,pago,previsto,arrecadado,diff_raw_stg_empenhado,diff_raw_stg_liquidado,diff_raw_stg_pago,diff_raw_stg_previsto,diff_raw_stg_arrecadado
2024,612.0,630.0,814.0,0.0,0.0,-3879685427.56,-3969001862.83,-3893489357.61,-3949006000.0,-4390812127.11
